Model,Seed,Epoch,Train_Acc,Test_Acc,F1,AUROC,Epoch_time
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,2,0.719,0.652,0.6375,0.7612,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,3,0.762,0.634,0.5414,0.7721,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,4,0.762,0.694,0.7041,0.7762,2.17
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,5,0.788,0.716,0.7641,0.771,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,6,0.761,0.668,0.6438,0.7825,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,7,0.787,0.678,0.6523,0.7894,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,8,0.782,0.694,0.6909,0.7858,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,9,0.778,0.686,0.6488,0.7984,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,10,0.787,0.722,0.7459,0.7912,2.16
CNN_Adam_lr0.001_wd0.0,42,1,0.666,0.684,0.6973,0.7536,0.6
CNN_Adam_lr0.001_wd0.0,42,2,0.749,0.692,0.7326,0.7459,0.6
CNN_Adam_lr0.001_wd0.0,42,3,0.749,0.71,0.7504,0.7681,0.6
CNN_Adam_lr0.001_wd0.0,42,4,0.758,0.658,0.6415,0.7488,0.6
CNN_Adam_lr0.001_wd0.0,42,5,0.765,0.72,0.7426,0.7782,0.6
CNN_Adam_lr0.001_wd0.0,42,6,0.77,0.706,0.7179,0.7639,0.6
CNN_Adam_lr0.001_wd0.0,42,7,0.787,0.688,0.6892,0.7763,0.6
CNN_Adam_lr0.001_wd0.0,42,8,0.78,0.714,0.7357,0.7787,0.6
CNN_Adam_lr0.001_wd0.0,42,9,0.779,0.682,0.6826,0.757,0.6
CNN_Adam_lr0.001_wd0.0,42,10,0.777,0.712,0.7313,0.7832,0.6
SteerableGCNN_Adam_lr0.001_wd0.0,42,1,0.666,0.648,0.689,0.7256,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,2,0.728,0.69,0.6737,0.773,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,3,0.774,0.704,0.7176,0.7764,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,4,0.765,0.706,0.7018,0.787,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,5,0.788,0.71,0.7173,0.7964,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,6,0.765,0.714,0.7276,0.8022,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,7,0.766,0.726,0.7532,0.7915,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,8,0.777,0.718,0.7174,0.7932,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,9,0.796,0.742,0.7684,0.8109,2.28
SteerableGCNN_Adam_lr0.001_wd0.0,42,10,0.788,0.724,0.7396,0.8111,2.28
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,1,0.479,0.484,0.0,0.5965,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,2,0.691,0.696,0.7352,0.7596,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,3,0.738,0.714,0.7442,0.7935,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,4,0.774,0.69,0.6869,0.7863,1.12
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,5,0.773,0.732,0.7572,0.8039,1.12
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,6,0.783,0.7,0.6875,0.8065,1.12
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,7,0.786,0.664,0.5981,0.7705,1.12
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,8,0.761,0.684,0.652,0.7821,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,9,0.791,0.688,0.6549,0.788,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0,42,10,0.781,0.686,0.6503,0.7892,1.12
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,1,0.633,0.578,0.4462,0.7546,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,2,0.726,0.738,0.7745,0.7535,2.17
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,3,0.747,0.644,0.57,0.7549,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,4,0.752,0.65,0.5803,0.7824,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,5,0.754,0.662,0.6219,0.7861,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,6,0.766,0.584,0.3846,0.782,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,7,0.75,0.646,0.5379,0.7736,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,8,0.753,0.66,0.6047,0.7728,2.17
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,9,0.773,0.716,0.7321,0.7957,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0,42,10,0.78,0.702,0.6809,0.7968,2.16
CNN_Adam_lr0.001_wd0.0001,42,1,0.633,0.634,0.6772,0.723,0.6
CNN_Adam_lr0.001_wd0.0001,42,2,0.703,0.574,0.4867,0.6562,0.6
CNN_Adam_lr0.001_wd0.0001,42,3,0.755,0.636,0.5845,0.7531,0.6
CNN_Adam_lr0.001_wd0.0001,42,4,0.776,0.672,0.6653,0.7715,0.6
CNN_Adam_lr0.001_wd0.0001,42,5,0.779,0.638,0.5394,0.7743,0.6
CNN_Adam_lr0.001_wd0.0001,42,6,0.759,0.686,0.6763,0.7695,0.6
CNN_Adam_lr0.001_wd0.0001,42,7,0.77,0.672,0.6323,0.7783,0.6
CNN_Adam_lr0.001_wd0.0001,42,8,0.781,0.678,0.6596,0.7838,0.6
CNN_Adam_lr0.001_wd0.0001,42,9,0.773,0.664,0.6147,0.7804,0.6
CNN_Adam_lr0.001_wd0.0001,42,10,0.786,0.696,0.6911,0.7932,0.6
SteerableGCNN_Adam_lr0.001_wd0.0001,42,1,0.594,0.684,0.7524,0.7231,2.28
SteerableGCNN_Adam_lr0.001_wd0.0001,42,2,0.747,0.714,0.7478,0.7623,2.28
SteerableGCNN_Adam_lr0.001_wd0.0001,42,3,0.761,0.712,0.7283,0.7856,2.29
SteerableGCNN_Adam_lr0.001_wd0.0001,42,4,0.746,0.574,0.3486,0.7387,2.28
SteerableGCNN_Adam_lr0.001_wd0.0001,42,5,0.769,0.686,0.6391,0.7982,2.28
SteerableGCNN_Adam_lr0.001_wd0.0001,42,6,0.777,0.728,0.7589,0.7837,2.28
SteerableGCNN_Adam_lr0.001_wd0.0001,42,7,0.772,0.736,0.7651,0.7964,2.28
SteerableGCNN_Adam_lr0.001_wd0.0001,42,8,0.777,0.732,0.7581,0.8001,2.28
SteerableGCNN_Adam_lr0.001_wd0.0001,42,9,0.782,0.748,0.7675,0.8148,2.28
SteerableGCNN_Adam_lr0.001_wd0.0001,42,10,0.779,0.616,0.4545,0.8159,2.28
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,1,0.696,0.67,0.6541,0.7616,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,2,0.762,0.692,0.7298,0.7606,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,3,0.757,0.704,0.7132,0.7651,1.12
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,4,0.744,0.642,0.5623,0.785,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,5,0.733,0.71,0.729,0.7759,1.12
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,6,0.769,0.704,0.7121,0.7962,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,7,0.771,0.704,0.7121,0.7863,1.12
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,8,0.776,0.728,0.7554,0.7876,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,9,0.772,0.714,0.7234,0.7953,1.13
GCNN_CYCLIC_4_Adam_lr0.001_wd0.0001,42,10,0.788,0.722,0.7392,0.7995,1.13
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,1,0.512,0.484,0.0,0.7336,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,2,0.548,0.49,0.023,0.7911,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,3,0.693,0.648,0.5294,0.7968,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,4,0.752,0.69,0.6709,0.7542,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,5,0.747,0.612,0.4457,0.7723,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,6,0.727,0.704,0.7186,0.7658,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,7,0.762,0.662,0.5908,0.7845,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,8,0.755,0.692,0.705,0.7848,2.17
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,9,0.77,0.686,0.6609,0.7894,2.16
GCNN_DIHEDRAL_4_Adam_lr0.001_wd0.0001,42,10,0.767,0.696,0.6996,0.7846,2.16
CNN_Adam_lr0.01_wd0.0,42,1,0.545,0.72,0.7473,0.7312,0.6
CNN_Adam_lr0.01_wd0.0,42,2,0.716,0.702,0.7496,0.7627,0.6
CNN_Adam_lr0.01_wd0.0,42,3,0.729,0.628,0.5131,0.7739,0.6
CNN_Adam_lr0.01_wd0.0,42,4,0.756,0.646,0.5496,0.7895,0.6
CNN_Adam_lr0.01_wd0.0,42,5,0.755,0.714,0.7327,0.792,0.6
CNN_Adam_lr0.01_wd0.0,42,6,0.755,0.73,0.7746,0.798,0.6
CNN_Adam_lr0.01_wd0.0,42,7,0.77,0.716,0.7428,0.7951,0.6
CNN_Adam_lr0.01_wd0.0,42,8,0.766,0.74,0.7695,0.8,0.6
CNN_Adam_lr0.01_wd0.0,42,9,0.776,0.736,0.7546,0.805,0.6
CNN_Adam_lr0.01_wd0.0,42,10,0.794,0.744,0.7739,0.8138,0.6
SteerableGCNN_Adam_lr0.01_wd0.0,42,1,0.648,0.752,0.7652,0.8139,2.28
SteerableGCNN_Adam_lr0.01_wd0.0,42,2,0.732,0.734,0.778,0.8267,2.28
SteerableGCNN_Adam_lr0.01_wd0.0,42,3,0.771,0.738,0.757,0.8323,2.28
SteerableGCNN_Adam_lr0.01_wd0.0,42,4,0.765,0.68,0.75,0.8099,2.28
SteerableGCNN_Adam_lr0.01_wd0.0,42,5,0.774,0.754,0.7905,0.8375,2.28
SteerableGCNN_Adam_lr0.01_wd0.0,42,6,0.777,0.742,0.7114,0.8437,2.28
SteerableGCNN_Adam_lr0.01_wd0.0,42,7,0.785,0.646,0.737,0.81,2.29
SteerableGCNN_Adam_lr0.01_wd0.0,42,8,0.783,0.73,0.6897,0.8367,2.28
SteerableGCNN_Adam_lr0.01_wd0.0,42,9,0.792,0.742,0.7633,0.8341,2.28
SteerableGCNN_Adam_lr0.01_wd0.0,42,10,0.798,0.682,0.5934,0.8469,2.28
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,1,0.519,0.516,0.6807,0.6069,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,2,0.584,0.658,0.7087,0.6602,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,3,0.646,0.672,0.7355,0.6761,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,4,0.65,0.67,0.741,0.7597,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,5,0.657,0.638,0.6785,0.7065,1.12
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,6,0.663,0.666,0.7203,0.7368,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,7,0.635,0.658,0.7155,0.6884,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,8,0.643,0.668,0.7233,0.621,1.12
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,9,0.657,0.658,0.7201,0.7057,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0,42,10,0.659,0.66,0.7213,0.7444,1.13
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,1,0.621,0.66,0.7276,0.5797,2.16
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,2,0.649,0.668,0.7331,0.5911,2.16
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,3,0.647,0.67,0.7334,0.5829,2.16
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,4,0.652,0.672,0.7461,0.5696,2.16
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,5,0.643,0.66,0.7302,0.7595,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,6,0.643,0.664,0.729,0.752,2.16
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,7,0.65,0.676,0.7508,0.7412,2.16
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,8,0.654,0.718,0.7219,0.7682,2.16
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,9,0.68,0.672,0.7389,0.7634,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,10,0.662,0.67,0.7402,0.7748,2.16
CNN_Adam_lr0.01_wd0.0001,42,1,0.612,0.668,0.7414,0.6025,0.6
CNN_Adam_lr0.01_wd0.0001,42,2,0.639,0.668,0.7382,0.7492,0.6
CNN_Adam_lr0.01_wd0.0001,42,3,0.649,0.66,0.7385,0.7752,0.6
CNN_Adam_lr0.01_wd0.0001,42,4,0.712,0.708,0.7474,0.7631,0.6
CNN_Adam_lr0.01_wd0.0001,42,5,0.688,0.706,0.7521,0.7872,0.6
CNN_Adam_lr0.01_wd0.0001,42,6,0.707,0.724,0.7273,0.8002,0.6
CNN_Adam_lr0.01_wd0.0001,42,7,0.744,0.682,0.6948,0.77,0.6
CNN_Adam_lr0.01_wd0.0001,42,8,0.743,0.7,0.7137,0.7833,0.6
CNN_Adam_lr0.01_wd0.0001,42,9,0.749,0.672,0.6435,0.7714,0.6
CNN_Adam_lr0.01_wd0.0001,42,10,0.772,0.674,0.6147,0.7878,0.6
SteerableGCNN_Adam_lr0.01_wd0.0001,42,1,0.741,0.676,0.6694,0.7298,2.28
SteerableGCNN_Adam_lr0.01_wd0.0001,42,2,0.758,0.594,0.4408,0.7042,2.28
SteerableGCNN_Adam_lr0.01_wd0.0001,42,3,0.765,0.588,0.3832,0.7909,2.28
SteerableGCNN_Adam_lr0.01_wd0.0001,42,4,0.763,0.726,0.737,0.8045,2.28
SteerableGCNN_Adam_lr0.01_wd0.0001,42,5,0.764,0.71,0.6697,0.8058,2.28
SteerableGCNN_Adam_lr0.01_wd0.0001,42,6,0.779,0.622,0.4457,0.8313,2.28
SteerableGCNN_Adam_lr0.01_wd0.0001,42,7,0.787,0.742,0.7725,0.8061,2.28
SteerableGCNN_Adam_lr0.01_wd0.0001,42,8,0.778,0.744,0.7647,0.8228,2.29
SteerableGCNN_Adam_lr0.01_wd0.0001,42,9,0.775,0.64,0.5263,0.8,2.28
SteerableGCNN_Adam_lr0.01_wd0.0001,42,10,0.776,0.738,0.7082,0.8267,2.28
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,1,0.502,0.484,0.0,0.5257,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,2,0.503,0.484,0.0,0.5617,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,3,0.511,0.484,0.0,0.6702,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,4,0.539,0.484,0.0,0.7534,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,5,0.601,0.516,0.6807,0.5171,1.12
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,6,0.516,0.484,0.0,0.4396,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,7,0.509,0.484,0.0,0.4964,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,8,0.509,0.506,0.5147,0.5058,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,9,0.488,0.484,0.0301,0.523,1.13
GCNN_CYCLIC_4_Adam_lr0.01_wd0.0001,42,10,0.506,0.484,0.0,0.5574,1.12
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,1,0.521,0.484,0.0,0.7125,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,2,0.55,0.484,0.0,0.7541,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,3,0.579,0.666,0.7055,0.7204,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,4,0.672,0.586,0.4679,0.7424,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,5,0.706,0.494,0.0524,0.7617,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,6,0.685,0.71,0.7259,0.786,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,7,0.75,0.664,0.7507,0.7521,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,8,0.725,0.682,0.6443,0.7875,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,9,0.751,0.704,0.7098,0.7978,2.17
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0001,42,10,0.736,0.718,0.7522,0.7985,2.17
CNN_AdamW_lr0.0001_wd0.0,42,1,0.61,0.658,0.6973,0.7386,0.6
CNN_AdamW_lr0.0001_wd0.0,42,2,0.74,0.686,0.6815,0.7534,0.6
CNN_AdamW_lr0.0001_wd0.0,42,3,0.742,0.67,0.6341,0.7599,0.6
CNN_AdamW_lr0.0001_wd0.0,42,4,0.749,0.686,0.6963,0.7592,0.6
CNN_AdamW_lr0.0001_wd0.0,42,5,0.77,0.634,0.5197,0.7698,0.6
CNN_AdamW_lr0.0001_wd0.0,42,6,0.761,0.698,0.7068,0.7785,0.6
CNN_AdamW_lr0.0001_wd0.0,42,7,0.764,0.664,0.6019,0.7748,0.6
CNN_AdamW_lr0.0001_wd0.0,42,8,0.772,0.696,0.682,0.783,0.6
CNN_AdamW_lr0.0001_wd0.0,42,9,0.775,0.706,0.7157,0.785,0.6
CNN_AdamW_lr0.0001_wd0.0,42,10,0.768,0.68,0.6429,0.7736,0.6
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,1,0.659,0.698,0.6937,0.7796,2.29
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,2,0.706,0.712,0.7198,0.7872,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,3,0.733,0.716,0.7311,0.7942,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,4,0.74,0.728,0.7472,0.8013,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,5,0.758,0.73,0.7458,0.8051,2.29
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,6,0.739,0.728,0.75,0.8077,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,7,0.743,0.73,0.7379,0.8058,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,8,0.738,0.738,0.7542,0.8078,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,9,0.752,0.736,0.7422,0.8049,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0,42,10,0.752,0.736,0.7422,0.8068,2.28
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,1,0.478,0.516,0.6807,0.776,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,2,0.478,0.516,0.6807,0.7866,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,3,0.478,0.516,0.6807,0.7537,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,4,0.478,0.516,0.6807,0.7602,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,5,0.478,0.516,0.6807,0.7629,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,6,0.478,0.516,0.6807,0.764,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,7,0.478,0.516,0.6807,0.7254,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,8,0.478,0.516,0.6807,0.7942,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,9,0.558,0.688,0.6842,0.7705,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0,42,10,0.726,0.692,0.726,0.7752,1.12
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,1,0.595,0.686,0.743,0.7432,2.16
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,2,0.726,0.682,0.7354,0.7475,2.16
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,3,0.711,0.666,0.6585,0.7376,2.16
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,4,0.746,0.66,0.6222,0.754,2.16
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,5,0.753,0.692,0.692,0.7587,2.16
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,6,0.741,0.682,0.661,0.7641,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,7,0.747,0.644,0.586,0.7608,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,8,0.745,0.724,0.7553,0.7635,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,9,0.745,0.666,0.6409,0.7667,2.16
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0,42,10,0.755,0.682,0.6864,0.7687,2.16
CNN_AdamW_lr0.0001_wd0.0001,42,1,0.635,0.67,0.6374,0.7508,0.59
CNN_AdamW_lr0.0001_wd0.0001,42,2,0.724,0.674,0.7115,0.7552,0.59
CNN_AdamW_lr0.0001_wd0.0001,42,3,0.75,0.678,0.6653,0.7664,0.59
CNN_AdamW_lr0.0001_wd0.0001,42,4,0.753,0.658,0.6032,0.7645,0.59
CNN_AdamW_lr0.0001_wd0.0001,42,5,0.764,0.688,0.6941,0.774,0.59
CNN_AdamW_lr0.0001_wd0.0001,42,6,0.764,0.698,0.701,0.78,0.6
CNN_AdamW_lr0.0001_wd0.0001,42,7,0.753,0.722,0.7402,0.7824,0.59
CNN_AdamW_lr0.0001_wd0.0001,42,8,0.771,0.696,0.6972,0.7818,0.6
CNN_AdamW_lr0.0001_wd0.0001,42,9,0.767,0.664,0.6019,0.7724,0.59
CNN_AdamW_lr0.0001_wd0.0001,42,10,0.778,0.672,0.6204,0.7774,0.59
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,1,0.546,0.49,0.5487,0.4447,2.29
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,2,0.615,0.67,0.7059,0.7108,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,3,0.714,0.724,0.7454,0.7825,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,4,0.743,0.726,0.735,0.7933,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,5,0.73,0.72,0.7276,0.7965,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,6,0.732,0.722,0.728,0.7973,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,7,0.753,0.732,0.7413,0.8054,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,8,0.751,0.72,0.7177,0.8038,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,9,0.768,0.734,0.7397,0.8047,2.28
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,10,0.751,0.728,0.7302,0.7953,2.28
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,1,0.616,0.692,0.7556,0.734,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,2,0.738,0.706,0.7578,0.7437,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,3,0.739,0.688,0.7057,0.7674,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,4,0.764,0.694,0.7052,0.7781,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,5,0.759,0.68,0.6552,0.7784,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,6,0.769,0.716,0.7311,0.7828,1.13
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,7,0.775,0.688,0.6638,0.7785,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,8,0.775,0.65,0.5783,0.7706,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,9,0.769,0.686,0.6565,0.7792,1.12
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,10,0.781,0.706,0.7112,0.7887,1.12
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,1,0.688,0.638,0.5371,0.7534,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,2,0.735,0.67,0.6809,0.7395,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,3,0.751,0.674,0.6733,0.7501,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,4,0.752,0.676,0.6582,0.7618,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,5,0.774,0.702,0.7194,0.7527,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,6,0.75,0.692,0.7027,0.7747,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,7,0.77,0.674,0.6583,0.768,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,8,0.779,0.7,0.718,0.7706,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,9,0.764,0.642,0.5445,0.7658,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,10,0.77,0.686,0.6903,0.7719,2.17
CNN_AdamW_lr0.001_wd0.0,42,1,0.642,0.68,0.746,0.7599,0.6
CNN_AdamW_lr0.001_wd0.0,42,2,0.657,0.68,0.746,0.7781,0.6
CNN_AdamW_lr0.001_wd0.0,42,3,0.749,0.702,0.7162,0.7846,0.6
CNN_AdamW_lr0.001_wd0.0,42,4,0.751,0.706,0.7211,0.7942,0.6
CNN_AdamW_lr0.001_wd0.0,42,5,0.777,0.732,0.7666,0.8014,0.6
CNN_AdamW_lr0.001_wd0.0,42,6,0.777,0.66,0.5771,0.803,0.6
CNN_AdamW_lr0.001_wd0.0,42,7,0.781,0.676,0.6143,0.8025,0.6
CNN_AdamW_lr0.001_wd0.0,42,8,0.778,0.614,0.4908,0.7907,0.6
CNN_AdamW_lr0.001_wd0.0,42,9,0.786,0.712,0.722,0.811,0.6
CNN_AdamW_lr0.001_wd0.0,42,10,0.786,0.726,0.7329,0.8177,0.6
SteerableGCNN_AdamW_lr0.001_wd0.0,42,1,0.679,0.686,0.6217,0.8007,2.29
